"sex","year","month","L","M","S","SD","length","stature","Pre_1","Per_3","Per_5","Per_10","Per_15","Per_25","Per_50","Per_75","Per_85","Per_90","Per_95","Per_97","Per_99","chart_type"
"F",5,68.5,-3.298732648,15.17429464,0.090317434,,,,,13.25970423,13.44629667,13.75724378,,14.35491035,15.17429464,16.24214414,16.97187362,17.55620345,18.6111062,19.46702632,,"BMI"
"F",5,69.5,-3.282653831,15.18308694,0.091164117,,,,,13.25217076,13.44012761,13.75345175,,14.35606415,15.18308694,16.26252167,17.00133593,17.5936859,18.6648976,19.53594365,,"BMI"
"F",5,70.5,-3.265003896,15.1931339,0.092028028,,,,,13.24528055,13.43466608,13.75047248,,14.35822537,15.1931339,16.28443453,17.03249399,17.63297244,18.72064127,19.60688859,,"BMI"
"F",5,71.5,-3.245937506,15.20441335,0.092908048,,,,,13.23903773,13.42991321,13.74830229,,14.36138186,15.20441335,16.30784995,17.065309,17.67401984,18.77828567,19.67980103,,"BMI"
"F",6,72.5,-3.225606516,15.21690296,0.093803033,,,,,13.23344678,13.42587042,13.74693776,,14.36552155,15.21690296,16.33273474,17.09974172,17.7167845,18.83777954,19.75462234,,"BMI"
"F",6,73.5,-3.204146115,15.2305815,0.094711916,,,,,13.22851054,13.42253788,13.74637473,,14.37063258,15.2305815,16.35905747,17.13575468,17.7612244,18.89907229,19.83129333,,"BMI"
"F",6,74.5,-3.181690237,15.24542745,0.095633595,,,,,13.22423251,13.41991629,13.74660941,,14.37670312,15.24542745,16.38678602,17.17330968,17.80729692,18.96211354,19.90975644,,"BMI"
"F",6,75.5,-3.158363475,15.26141966,0.096566992,,,,,13.22061564,13.41800595,13.74763782,,14.38372148,15.26141966,16.41588887,17.21236911,17.85496,19.02685341,19.9899546,,"BMI"
"F",6,76.5,-3.134282833,15.27853728,0.097511046,,,,,13.21766256,13.41680692,13.74945586,,14.39167606,15.27853728,16.44633482,17.25289572,17.90417191,19.09324243,20.07183146,,"BMI"
"F",6,77.5,-3.109557879,15.29675967,0.09846471,,,,,13.21537563,13.41631905,13.75205934,,14.40055533,15.29675967,16.478093,17.29485256,17.95489128,19.16123158,20.15533137,,"BMI"
"F",6,78.5,-3.084290931,15.31606644,0.099426955,,,,,13.2137569,13.41654198,13.75544399,,14.41034784,15.31606644,16.51113288,17.33820304,18.00707707,19.23077228,20.24039941,,"BMI"
"F",6,79.5,-3.058577292,15.33643745,0.100396769,,,,,13.21280815,13.41747514,13.7596054,,14.42104223,15.33643745,16.54542424,17.38291092,18.06068861,19.30181639,20.32698132,,"BMI"
"F",6,80.5,-3.032505499,15.35785274,0.101373159,,,,,13.21253087,13.41911775,13.76453911,,14.43262719,15.35785274,16.58093719,17.42894029,18.11568557,19.37431624,20.41502357,,"BMI"
"F",6,81.5,-3.0061576,15.38029261,0.10235515,,,,,13.2129263,13.42146884,13.7702405,,14.44509148,15.38029261,16.61764214,17.4762556,18.17202801,19.44822461,20.5044733,,"BMI"
"F",6,82.5,-2.979609448,15.40373754,0.103341788,,,,,13.21399541,13.42452722,13.77670491,,14.4584239,15.40373754,16.65550982,17.52482162,18.22967635,19.52349477,20.59527834,,"BMI"
"F",6,83.5,-2.952930993,15.42816819,0.104332139,,,,,13.2157389,13.42829152,13.78392751,,14.4726133,15.42816819,16.69451128,17.57460349,18.28859138,19.60008044,20.68738721,,"BMI"
"F",7,84.5,-2.926186592,15.45356545,0.105325289,,,,,13.21815723,13.43276016,13.79190343,,14.48764859,15.45356545,16.73461785,17.6255667,18.34873428,19.67793583,20.7807491,,"BMI"
"F",7,85.5,-2.899435307,15.47991037,0.106320346,,,,,13.22125062,13.43793139,13.80062765,,14.50351871,15.47991037,16.77580119,17.67767708,18.4100666,19.75701564,20.8753139,,"BMI"
"F",7,86.5,-2.872731211,15.50718419,0.10731644,,,,,13.22501902,13.44380325,13.81009508,,14.52021262,15.50718419,16.81803321,17.7309008,18.47255029,19.83727506,20.97103216,,"BMI"
"F",7,87.5,-2.846123683,15.53536829,0.108312721,,,,,13.22946217,13.45037362,13.82030049,,14.53771933,15.53536829,16.86128616,17.78520438,18.53614768,19.91866977,21.06785511,,"BMI"
"F",7,88.5,-2.819657704,15.56444426,0.109308364,,,,,13.23457958,13.45764018,13.83123858,,14.55602787,15.56444426,16.90553254,17.8405547,18.60082149,20.00115598,21.16573466,,"BMI"
"F",7,89.5,-2.793374145,15.5943938,0.110302563,,,,,13.24037052,13.46560044,13.84290393,,14.57512728,15.5943938,16.95074515,17.89691898,18.66653485,20.08469037,21.2646234,,"BMI"
"F",7,90.5,-2.767310047,15.6251988,0.111294537,,,,,13.24683405,13.47425174,13.85529103,,14.59500664,15.6251988,16.99689705,17.95426475,18.73325124,20.16923016,21.3644746,,"BMI"
"F",7,91.5,-2.741498897,15.65684126,0.112283526,,,,,13.25396902,13.48359125,13.86839426,,14.61565502,15.65684126,17.04396158,18.01255992,18.80093458,20.25473307,21.46524221,,"BMI"
"F",7,92.5,-2.715970894,15.68930333,0.113268793,,,,,13.26177409,13.49361598,13.8822079,,14.63706153,15.68930333,17.09191233,18.07177271,18.86954915,20.34115737,21.56688088,,"BMI"
"F",7,93.5,-2.690753197,15.7225673,0.114249622,,,,,13.27024769,13.50432278,13.89672614,,14.65921526,15.7225673,17.14072316,18.13187166,18.93905963,20.42846182,21.66934595,,"BMI"
"F",7,94.5,-2.665870146,15.75661555,0.115225321,,,,,13.27938808,13.51570835,13.91194308,,14.68210532,15.75661555,17.19036814,18.19282565,19.00943108,20.51660573,21.77259347,,"BMI"
"F",7,95.5,-2.641343436,15.79143062,0.116195218,,,,,13.28919334,13.52776922,13.9278527,,14.70572083,15.79143062,17.24082164,18.25460388,19.08062897,20.60554896,21.87658015,,"BMI"
"F",8,96.5,-2.617192204,15.82699517,0.117158667,,,,,13.2996613,13.54050176,13.9444489,,14.7300509,15.82699517,17.29205828,18.31717594,19.15261918,20.69525186,21.98126336,,"BMI"
"F",8,97.5,-2.593430614,15.86329241,0.118115073,,,,,13.31078904,13.55390172,13.96172519,,14.75508471,15.86329241,17.34405364,18.38051241,19.22536854,20.78567525,22.08660008,,"BMI"
"F",8,98.5,-2.570076037,15.90030484,0.119063807,,,,,13.32257456,13.56796556,13.97967549,,14.78081132,15.90030484,17.39678222,18.44458291,19.29884326,20.87678068,22.19254999,,"BMI"
"F",8,99.5,-2.547141473,15.93801545,0.12000429,,,,,13.33501512,13.58268918,13.99829338,,14.80721981,15.93801545,17.45021936,18.50935798,19.3730104,20.96853014,22.29907253,,"BMI"
"F",8,100.5,-2.524635245,15.97640787,0.120935994,,,,,13.34810726,13.59806788,14.01757212,,14.83429943,15.97640787,17.50434149,18.57480931,19.44783809,21.06088607,22.4061266,,"BMI"
"F",8,101.5,-2.502569666,16.01546483,0.121858355,,,,,13.36184843,13.61409768,14.0375053,,14.86203913,16.01546483,17.55912371,18.6409074,19.52329364,21.15381165,22.51367407,,"BMI"
"F",8,102.5,-2.48095189,16.05516984,0.12277087,,,,,13.37623516,13.63077388,14.05808613,,14.89042805,16.05516984,17.61454239,18.70762408,19.59934557,21.24727049,22.62167597,,"BMI"
"F",8,103.5,-2.459785573,16.09550688,0.123673085,,,,,13.39126329,13.6480912,14.07930747,,14.91945533,16.09550688,17.67057478,18.77493214,19.67596331,21.34122666,22.73009308,,"BMI"
"F",8,104.5,-2.439080117,16.13645881,0.124564484,,,,,13.40693007,13.6660455,14.1011628,,14.94910996,16.13645881,17.72719638,18.84280276,19.75311515,21.43564505,22.8388898,,"BMI"
"F",8,105.5,-2.418838304,16.17800955,0.125444639,,,,,13.42323134,13.68463148,14.12364494,,14.97938101,16.17800955,17.78438449,18.91120897,19.830771,21.5304909,22.94802887,,"BMI"
"F",8,106.5,-2.399063683,16.22014281,0.126313121,,,,,13.44016315,13.70384401,14.1467468,,15.01025752,16.22014281,17.84211614,18.98012366,19.90890079,21.62573005,23.05747448,,"BMI"
"F",8,107.5,-2.379756861,16.26284277,0.127169545,,,,,13.45772088,13.72367745,14.17046092,,15.04172856,16.26284277,17.9003692,19.04952063,19.98747533,21.72132885,23.16719057,,"BMI"
"F",9,108.5,-2.360920527,16.30609316,0.128013515,,,,,13.47590046,13.74412656,14.19478013,,15.0737831,16.30609316,17.95912092,19.11937316,20.06646519,21.8172543,23.27714304,,"BMI"
"F",9,109.5,-2.342557728,16.34987759,0.128844639,,,,,13.49469797,13.7651862,14.21969726,,15.10641007,16.34987759,18.01834843,19.18965453,20.14584104,21.91347402,23.38729906,,"BMI"
"F",9,110.5,-2.324663326,16.39418118,0.129662637,,,,,13.51410735,13.78684956,14.24520415,,15.13959859,16.39418118,18.07803138,19.26034062,20.22557581,22.00995586,23.49762289,,"BMI"
"F",9,111.5,-2.307240716,16.43898741,0.130467138,,,,,13.53412476,13.80911155,14.27129365,,15.17333749,16.43898741,18.13814687,19.33140487,20.30564061,22.10666864,23.60808381,,"BMI"
"F",9,112.5,-2.290287663,16.48428082,0.131257852,,,,,13.55474487,13.83196589,14.29795787,,15.20761574,16.48428082,18.19867379,19.4028226,20.38600821,22.20358151,23.71864933,,"BMI"
"F",9,113.5,-2.273803847,16.53004554,0.132034479,,,,,13.5759628,13.85540667,14.32518913,,15.24242219,16.53004554,18.25959047,19.47456869,20.46665117,22.30066429,23.82928884,,"BMI"
"F",9,114.5,-2.257782149,16.57626713,0.132796819,,,,,13.59777181,13.87942647,14.35297886,,15.27774591,16.57626713,18.32087764,19.54662051,20.5475442,22.39788709,23.9399692,,"BMI"
"F",9,115.5,-2.242227723,16.62292864,0.133544525,,,,,13.62016849,13.90402053,14.38132004,,15.31357557,16.62292864,18.38251202,19.6189515,20.628659,22.49522108,24.05066418,,"BMI"
"F",9,116.5,-2.227132805,16.67001572,0.134277436,,,,,13.64314567,13.92918106,14.4102038,,15.34990008,16.67001572,18.44447472,19.69153965,20.70997108,22.59263755,24.16134214,,"BMI"
"F",9,117.5,-2.212495585,16.71751288,0.134995324,,,,,13.66669786,13.95490163,14.43962209,,15.38670828,16.71751288,18.50674506,19.7643612,20.79145469,22.69010855,24.27197506,,"BMI"
"F",9,118.5,-2.19831275,16.76540496,0.135697996,,,,,13.69081905,13.98117536,14.46956659,,15.42398894,16.76540496,18.56930296,19.83739314,20.87308482,22.78760665,24.38253502,,"BMI"
"F",9,119.5,-2.184580762,16.81367689,0.136385276,,,,,13.71550304,14.00799522,14.50002883,,15.46173083,16.81367689,18.63212859,19.91061278,20.9548369,22.88510501,24.49299479,,"BMI"
"F",10,120.5,-2.171295888,16.86231366,0.137057004,,,,,13.7407435,14.03535405,14.5310003,,15.49992271,16.86231366,18.69520235,19.98399779,21.03668675,22.98257733,24.60332779,,"BMI"
"F",10,121.5,-2.158454232,16.91130036,0.137713039,,,,,13.7665339,14.06324456,14.56247234,,15.53855329,16.91130036,18.75850486,20.05752615,21.11861063,23.07999788,24.7135081,,"BMI"
"F",10,122.5,-2.146051754,16.96062216,0.138353254,,,,,13.79286758,14.0916593,14.59443621,,15.57761127,16.96062216,18.82201698,20.13117619,21.20058521,23.17734149,24.8235105,,"BMI"
"F",10,123.5,-2.134084303,17.0102643,0.138977537,,,,,13.81973772,14.12059071,14.62688307,,15.61708531,17.0102643,18.8857198,20.20492657,21.28258757,23.27458358,24.93331042,,"BMI"
"F",10,124.5,-2.122547629,17.06021213,0.139585795,,,,,13.84713731,14.15003106,14.65980398,,15.65696405,17.06021213,18.94959465,20.27875629,21.36459523,23.3717001,25.04288396,,"BMI"
"F",10,125.5,-2.111437411,17.11045106,0.140177947,,,,,13.87505922,14.17997251,14.69318989,,15.69723611,17.11045106,19.01362305,20.35264468,21.44658611,23.46866758,25.1522079,,"BMI"
"F",10,126.5,-2.100749266,17.16096656,0.140753927,,,,,13.90349614,14.21040706,14.72703166,,15.73789008,17.16096656,19.07778681,20.42657139,21.52853856,23.56546313,25.26125968,,"BMI"
"F",10,127.5,-2.090478774,17.21174424,0.141313686,,,,,13.9324406,14.2413266,14.76132003,,15.77891452,17.21174424,19.14206792,20.50051644,21.61043134,23.6620644,25.37001743,,"BMI"
"F",10,128.5,-2.080621484,17.26276973,0.141857186,,,,,13.96188497,14.27272286,14.79604567,,15.82029796,17.26276973,19.20644863,20.57446015,21.69224364,23.7584496,25.47845992,,"BMI"
"F",10,129.5,-2.071172932,17.31402878,0.142384404,,,,,13.99182148,14.30458743,14.83119912,,15.86202891,17.31402878,19.2709114,20.64838321,21.77395506,23.85459754,25.58656661,,"BMI"
"F",10,130.5,-2.062128649,17.3655072,0.142895332,,,,,14.02224218,14.33691178,14.86677084,,15.90409584,17.3655072,19.33543894,20.72226661,21.85554562,23.95048756,25.69431763,,"BMI"
"F",10,131.5,-2.053484173,17.4171909,0.143389972,,,,,14.05313898,14.36968723,14.90275116,,15.94648722,17.4171909,19.40001418,20.79609169,21.93699575,24.04609957,25.80169379,,"BMI"
"F",11,132.5,-2.045235058,17.46906585,0.143868341,,,,,14.0845036,14.40290497,14.93913036,,15.98919146,17.46906585,19.46462028,20.86984014,22.01828633,24.14141407,25.90867656,,"BMI"
"F",11,133.5,-2.03737688,17.52111811,0.144330469,,,,,14.11632765,14.43655605,14.97589856,,16.03219696,17.52111811,19.52924064,20.94349396,22.09939861,24.23641208,26.01524807,,"BMI"
"F",11,134.5,-2.029906684,17.57333347,0.144776372,,,,,14.14860307,14.47063181,15.01304607,,16.07549205,17.57333347,19.59385826,21.01703489,22.18031382,24.33107526,26.12139201,,"BMI"
"F",11,135.5,-2.022817914,17.62569869,0.145206138,,,,,14.18132032,14.50512237,15.05056245,,16.11906513,17.62569869,19.65845792,21.09044653,22.26101479,24.4253857,26.22709056,,"BMI"
"F",11,136.5,-2.016107084,17.67819987,0.145619819,,,,,14.21447084,14.54001862,15.08843769,,16.1629045,17.67819987,19.72302336,21.16371155,22.34148377,24.51932616,26.33232837,,"BMI"
"F",11,137.5,-2.009769905,17.7308234,0.146017491,,,,,14.24804556,14.57531107,15.12666154,,16.20699844,17.7308234,19.78753889,21.2368133,22.42170373,24.61287993,26.43709027,,"BMI"
"F",11,138.5,-2.003802134,17.78355575,0.146399239,,,,,14.28203528,14.61099007,15.16522362,,16.25133521,17.78355575,19.85198907,21.30973548,22.50165801,24.70603086,26.54136175,,"BMI"
"F",11,139.5,-1.998199572,17.83638347,0.146765161,,,,,14.31643062,14.64704584,15.20411349,,16.29590305,17.83638347,19.91635869,21.38246211,22.58133043,24.79876336,26.64512897,,"BMI"
"F",11,140.5,-1.992958064,17.88929321,0.147115364,,,,,14.35122206,14.68346846,15.24332057,,16.34069017,17.88929321,19.98063276,21.45497756,22.66070517,24.89106241,26.74837878,,"BMI"
"F",11,141.5,-1.988073505,17.94227168,0.147449967,,,,,14.3863999,14.72024789,15.28283421,,16.38568475,17.94227168,20.04479655,21.52726655,22.73976686,24.98291353,26.85109867,,"BMI"
"F",11,142.5,-1.983541835,17.9953057,0.147769097,,,,,14.42195429,14.75737391,15.32264362,,16.43087493,17.9953057,20.10883554,21.5993141,22.81850056,25.07430281,26.95327681,,"BMI"
"F",11,143.5,-1.979359041,18.04838216,0.148072891,,,,,14.45787522,14.7948362,15.36273794,,16.47624886,18.04838216,20.17273546,21.6711056,22.89689172,25.16521691,27.05490205,,"BMI"
"F",12,144.5,-1.975521156,18.10148804,0.148361495,,,,,14.4941525,14.83262428,15.40310619,,16.52179463,18.10148804,20.23648228,21.74262677,22.97492622,25.25564304,27.15596389,,"BMI"
"F",12,145.5,-1.972024258,18.15461039,0.148635067,,,,,14.53077581,14.87072753,15.44373731,,16.56750033,18.15461039,20.30006219,21.81386368,23.05259037,25.34556897,27.25645252,,"BMI"
"F",12,146.5,-1.968864465,18.20773639,0.148893769,,,,,14.56773463,14.90913518,15.4846201,,16.61335399,18.20773639,20.36346164,21.88480271,23.12987089,25.43498301,27.35635878,,"BMI"
"F",12,147.5,-1.966037938,18.26085325,0.149137776,,,,,14.6050183,14.94783635,15.52574328,,16.65934366,18.26085325,20.42666729,21.95543061,23.20675491,25.52387405,27.45567419,,"BMI"
"F",12,148.5,-1.963540872,18.31394832,0.14936727,,,,,14.64261599,14.98681999,15.56709547,,16.70545732,18.31394832,20.48966607,22.02573445,23.28322999,25.61223153,27.55439092,,"BMI"
"F",12,149.5,-1.961369499,18.36700902,0.149582439,,,,,14.68051671,15.0260749,15.60866519,,16.75168297,18.36700902,20.55244514,22.09570166,23.35928412,25.70004544,27.65250183,,"BMI"
"F",12,150.5,-1.959520079,18.42002284,0.149783482,,,,,14.7187093,15.06558978,15.65044083,,16.79800855,18.42002284,20.61499187,22.16531999,23.43490568,25.78730634,27.75000043,,"BMI"
"F",12,151.5,-1.9579889,18.47297739,0.149970604,,,,,14.75718241,15.10535314,15.6924107,,16.844422,18.47297739,20.67729392,22.23457754,23.51008349,25.87400532,27.8468809,,"BMI"
"F",12,152.5,-1.956772271,18.52586035,0.15014402,,,,,14.79592458,15.14535337,15.734563,,16.89091121,18.52586035,20.73933915,22.30346276,23.58480678,25.96013405,27.9431381,,"BMI"
"F",12,153.5,-1.95586652,18.57865951,0.15030395,,,,,14.83492412,15.18557871,15.77688582,,16.93746408,18.57865951,20.80111569,22.37196443,23.65906521,26.04568474,28.03876753,,"BMI"
"F",12,154.5,-1.955267984,18.63136275,0.150450621,,,,,14.87416922,15.22601726,15.81936717,,16.98406846,18.63136275,20.86261191,22.44007167,23.73284885,26.13065016,28.13376538,,"BMI"
"F",12,155.5,-1.954973011,18.68395801,0.15058427,,,,,14.91364786,15.26665697,15.86199492,,17.0307122,18.68395801,20.9238164,22.50777397,23.80614819,26.21502362,28.22812848,,"BMI"
"F",13,156.5,-1.954977947,18.73643338,0.150705138,,,,,14.95334789,15.30748565,15.90475685,,17.07738309,18.73643338,20.98471803,22.57506113,23.87895414,26.298799,28.32185435,,"BMI"
"F",13,157.5,-1.955279136,18.788777,0.150813475,,,,,14.99325696,15.34849095,15.94764066,,17.12406895,18.788777,21.04530589,22.6419233,23.95125804,26.38197072,28.41494115,,"BMI"
"F",13,158.5,-1.955872909,18.84097713,0.150909535,,,,,15.03336257,15.38966039,15.9906339,,17.17075754,18.84097713,21.10556932,22.70835101,24.02305164,26.46453376,28.50738772,,"BMI"
"F",13,159.5,-1.956755579,18.89302212,0.150993582,,,,,15.07365202,15.43098133,16.03372404,,17.21743662,18.89302212,21.16549792,22.77433508,24.0943271,26.54648363,28.59919355,,"BMI"
"F",13,160.5,-1.957923436,18.94490041,0.151065883,,,,,15.11411246,15.47244099,16.07689846,,17.2640939,18.94490041,21.22508152,22.83986672,24.16507702,26.62781643,28.69035881,,"BMI"
"F",13,161.5,-1.959372737,18.99660055,0.151126714,,,,,15.15473086,15.51402643,16.1201444,,17.31071712,18.99660055,21.28431023,22.90493747,24.23529442,26.70852876,28.7808843,,"BMI"
"F",13,162.5,-1.9610997,19.04811118,0.151176355,,,,,15.19549401,15.55572457,16.16344901,,17.35729394,19.04811118,21.34317438,22.96953922,24.30497273,26.78861781,28.8707715,,"BMI"
"F",13,163.5,-1.963100496,19.09942105,0.151215094,,,,,15.23638853,15.59752218,16.20679934,,17.40381205,19.09942105,21.40166456,23.03366421,24.37410579,26.8680813,28.96002256,,"BMI"
"F",13,164.5,-1.96537124,19.15051899,0.151243223,,,,,15.27740086,15.63940588,16.25018232,,17.45025909,19.15051899,21.45977162,23.09730502,24.4426879,26.94691749,29.04864025,,"BMI"
"F",13,165.5,-1.967907983,19.20139397,0.151261042,,,,,15.31851726,15.68136213,16.2935848,,17.4966227,19.20139397,21.51748666,23.16045458,24.51071375,27.02512521,29.13662805,,"BMI"
"F",13,166.5,-1.970706706,19.25203503,0.151268855,,,,,15.35972381,15.72337724,16.33699348,,17.54289048,19.25203503,21.57480102,23.2231062,24.57817846,27.10270382,29.22399004,,"BMI"
"F",13,167.5,-1.973763307,19.30243131,0.151266974,,,,,15.40100642,15.76543738,16.38039498,,17.58905003,19.30243131,21.63170632,23.28525349,24.64507758,27.17965324,29.31073101,,"BMI"
"F",14,168.5,-1.977073595,19.35257209,0.151255713,,,,,15.44235082,15.80752854,16.42377582,,17.63508894,19.35257209,21.68819441,23.34689045,24.71140708,27.25597392,29.39685635,,"BMI"
"F",14,169.5,-1.980633277,19.40244671,0.151235395,,,,,15.48374254,15.84963659,16.46712239,,17.68099474,19.40244671,21.74425743,23.40801143,24.77716335,27.33166687,29.48237214,,"BMI"
"F",14,170.5,-1.984437954,19.45204465,0.151206347,,,,,15.52516693,15.89174721,16.51042098,,17.72675499,19.45204465,21.79988774,23.46861112,24.8423432,27.40673363,29.56728511,,"BMI"
"F",14,171.5,-1.988483106,19.50135548,0.151168902,,,,,15.56660919,15.93384595,16.55365778,,17.7723572,19.50135548,21.855078,23.52868458,24.90694389,27.4811763,29.65160263,,"BMI"
"F",14,172.5,-1.992764085,19.55036888,0.151123398,,,,,15.60805429,15.97591819,16.59681886,,17.81778887,19.55036888,21.90982109,23.5882272,24.97096308,27.55499753,29.73533271,,"BMI"
"F",14,173.5,-1.997276103,19.59907464,0.15107018,,,,,15.64948704,16.01794916,16.63989017,,17.86303751,19.59907464,21.96411019,23.64723476,25.03439887,27.62820049,29.81848403,,"BMI"
"F",14,174.5,-2.002014224,19.64746266,0.151009595,,,,,15.69089206,16.05992392,16.68285759,,17.90809056,19.64746266,22.01793871,23.70570337,25.09724977,27.70078892,29.90106591,,"BMI"
"F",14,175.5,-2.00697335,19.69552294,0.150942,,,,,15.73225378,16.10182739,16.72570683,,17.95293549,19.69552294,22.07130033,23.76362952,25.15951476,27.77276709,29.9830883,,"BMI"
"F",14,176.5,-2.012148213,19.7432456,0.150867753,,,,,15.77355644,16.14364432,16.76842355,,17.99755974,19.7432456,22.12418902,23.82101004,25.22119319,27.84413981,30.06456182,,"BMI"
"F",14,177.5,-2.017533363,19.79062086,0.150787221,,,,,15.8147841,16.1853593,16.81099326,,18.04195071,19.79062086,22.17659899,23.87784214,25.28228489,27.91491246,30.14549772,,"BMI"
"F",14,178.5,-2.023123159,19.83763907,0.150700774,,,,,15.85592062,16.22695676,16.85340136,,18.08609581,19.83763907,22.22852472,23.93412338,25.3427901,27.98509093,30.22590789,,"BMI"
"F",14,179.5,-2.028911755,19.88429066,0.150608788,,,,,15.89694967,16.26842096,16.89563315,,18.12998242,19.88429066,22.27996095,23.98985168,25.40270949,28.05468167,30.30580486,,"BMI"
